benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-11578,structured-summarize-partial,run_2,priority,agentlog_summary_failure,0,11,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-11578/structured-summarize-partial/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-13779,structured-summarize-partial,run_1,priority,agentlog_summary_failure,0,19,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-13779/structured-summarize-partial/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-13779,structured-summarize-partial,run_3,priority,agentlog_summary_failure,0,17,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-13779/structured-summarize-partial/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-15100,structured-summarize-partial,run_2,priority,agentlog_summary_failure,0,15,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-15100/structured-summarize-partial/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-25747,structured-summarize-partial,run_1,priority,agentlog_summary_failure,0,10,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-25747/structured-summarize-partial/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-25747,structured-summarize-partial,run_2,priority,agentlog_summary_failure,0,10,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-25747/structured-summarize-partial/run_2/trajectory.json,details/00056.txt
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,scikit-learn__scikit-learn-26323,structured-summarize-partial,run_3,priority,agentlog_summary_failure,0,17,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/scikit-learn__scikit-learn-26323/structured-summarize-partial/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-11618,structured-summarize-partial,run_2,priority,agentlog_summary_failure,0,18,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-11618/structured-summarize-partial/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-13091,structured-summarize-partial,run_2,priority,agentlog_summary_failure,0,16,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-13091/structured-summarize-partial/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize_partial,17000,0.3,sympy__sympy-24443,structured-summarize-partial,run_3,priority,agentlog_summary_failure,0,21,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss-partial/sympy__sympy-24443/structured-summarize-partial/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-11292,structured-summarize,run_1,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-11292/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-11292,structured-summarize,run_2,priority,agentlog_summary_failure,0,12,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-11292/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-11292,structured-summarize,run_3,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-11292/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-11299,structured-summarize,run_1,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-11299/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-11299,structured-summarize,run_2,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-11299/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-11299,structured-summarize,run_3,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-11299/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-12273,structured-summarize,run_1,priority,agentlog_summary_failure,0,19,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-12273/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-12273,structured-summarize,run_2,priority,agentlog_summary_failure,0,52,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-12273/structured-summarize/run_2/trajectory.json,details/00001.txt
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-12273,structured-summarize,run_3,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-12273/structured-summarize/run_3/trajectory.json,details/00002.txt
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-13012,structured-summarize,run_1,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-13012/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-13012,structured-summarize,run_2,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-13012/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-13964,structured-summarize,run_1,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-13964/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-13964,structured-summarize,run_3,priority,agentlog_summary_failure,0,21,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-13964/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-14580,structured-summarize,run_1,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-14580/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-14580,structured-summarize,run_2,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-14580/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-14580,structured-summarize,run_3,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-14580/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-14915,structured-summarize,run_2,priority,agentlog_summary_failure,0,28,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-14915/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-14999,structured-summarize,run_1,priority,agentlog_summary_failure,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-14999/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-14999,structured-summarize,run_2,priority,agentlog_summary_failure,0,7,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-14999/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-14999,structured-summarize,run_3,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-14999/structured-summarize/run_3/trajectory.json,details/00004.txt
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-17087,structured-summarize,run_1,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-17087/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-17087,structured-summarize,run_2,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-17087/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,django__django-17087,structured-summarize,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/django__django-17087/structured-summarize/run_3/trajectory.json,details/00005.txt
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-10297,structured-summarize,run_1,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-10297/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-10297,structured-summarize,run_2,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-10297/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-10297,structured-summarize,run_3,priority,agentlog_summary_failure,0,10,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-10297/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-10908,structured-summarize,run_1,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-10908/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-10908,structured-summarize,run_2,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-10908/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-10908,structured-summarize,run_3,priority,agentlog_summary_failure,0,56,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-10908/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-11310,structured-summarize,run_1,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-11310/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-11310,structured-summarize,run_2,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-11310/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-11310,structured-summarize,run_3,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-11310/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-11578,structured-summarize,run_1,priority,agentlog_summary_failure,0,12,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-11578/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-11578,structured-summarize,run_2,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-11578/structured-summarize/run_2/trajectory.json,details/00006.txt
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-11578,structured-summarize,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-11578/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-13328,structured-summarize,run_1,priority,agentlog_summary_failure,0,9,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-13328/structured-summarize/run_1/trajectory.json,details/00007.txt
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-13328,structured-summarize,run_2,priority,agentlog_summary_failure,0,7,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-13328/structured-summarize/run_2/trajectory.json,details/00008.txt
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-13328,structured-summarize,run_3,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-13328/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-13779,structured-summarize,run_1,priority,agentlog_summary_failure,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-13779/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-13779,structured-summarize,run_2,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-13779/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-13779,structured-summarize,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-13779/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-14496,structured-summarize,run_1,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-14496/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-25747,structured-summarize,run_1,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-25747/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-25747,structured-summarize,run_2,priority,agentlog_summary_failure,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-25747/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-25747,structured-summarize,run_3,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-25747/structured-summarize/run_3/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-26323,structured-summarize,run_1,priority,agentlog_summary_failure,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-26323/structured-summarize/run_1/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-26323,structured-summarize,run_2,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-26323/structured-summarize/run_2/trajectory.json,
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,scikit-learn__scikit-learn-26323,structured-summarize,run_3,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/scikit-learn__scikit-learn-26323/structured-summarize/run_3/trajectory.json,details/00012.txt
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,sympy__sympy-11618,structured-summarize,run_1,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/sympy__sympy-11618/structured-summarize/run_1/trajectory.json,details/00013.txt
swebench,ablation,devstral24b,d03__b17k__ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,structured_summarize,17000,0.3,sympy__sympy-11618,structured-summarize,run_2,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/devstral24b/d03__b17k__ss/sympy__sympy-11618/structured-summarize/run_2/trajectory.json,details/00014.txt
