task_name,primitive,token_budget,run_num,repo,resolved,exit_status,patch_generated,failure_mode,step_count,total_tokens_consumed,total_prompt_tokens,total_completion_tokens,latency_e2e_s,latency_llm_s,mean_step_latency_s,compression_events,mean_compression_ratio,summarization_prompt_tokens,summarization_latency_s,trc_fallback_events,online_trc_clears,ablation,depth
django__django-11299,SU-full,20000,2,django__django,False,,False,silent_crash,17,87329,82909,4420,1500.0,1375.308,80.9,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-11299,TRC+SS,20000,2,django__django,False,,False,silent_crash,30,159632,155120,4512,1500.0,1487.031,49.568,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-12273,FC,999999999,1,django__django,False,,False,silent_crash,1,2189,1561,628,1500.0,153.579,153.579,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-12273,TRC+SS,20000,1,django__django,False,Submitted,False,silent_crash,11,67223,65290,1933,1326.99,1317.453,119.768,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-12273,TR,20000,2,django__django,False,,False,silent_crash,7,32883,30199,2684,1500.0,1401.241,200.177,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-12273,SU-full,20000,2,django__django,False,,False,silent_crash,1,2031,1561,470,1500.0,88.784,88.784,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-13012,TRC+SS,20000,2,django__django,False,Submitted,True,submitted_unresolved,7,27530,26338,1192,585.87,580.151,82.879,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-12273,TRC+SS,20000,2,django__django,False,,False,silent_crash,34,276197,272607,3590,1500.0,1475.412,43.394,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14580,FC,999999999,2,django__django,False,Submitted,True,submitted_unresolved,5,21244,20573,671,318.48,312.98,62.596,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14580,TR,20000,1,django__django,False,Submitted,True,submitted_unresolved,4,15748,15083,665,330.33,325.272,81.318,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14580,FC,999999999,1,django__django,False,Submitted,True,submitted_unresolved,5,21908,21040,868,383.89,375.45,75.09,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14580,TRC+SS,20000,1,django__django,False,Submitted,True,submitted_unresolved,5,21318,20628,690,351.33,345.999,69.2,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14580,TR,20000,2,django__django,False,Submitted,True,submitted_unresolved,7,34345,33180,1165,597.91,592.361,84.623,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-13964,TRC+SS,20000,2,django__django,False,Submitted,True,submitted_unresolved,8,44346,42558,1788,817.38,811.636,101.454,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-13964,FC,999999999,2,django__django,False,Submitted,False,silent_crash,13,83589,81902,1687,1043.1,850.174,70.848,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14580,TRC+SS,20000,2,django__django,False,Submitted,True,submitted_unresolved,10,44255,43197,1058,533.92,527.845,52.785,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-13964,SU-full,20000,2,django__django,False,Submitted,True,submitted_unresolved,11,60994,59120,1874,887.12,881.373,80.125,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14915,SU-full,20000,1,django__django,False,Submitted,False,silent_crash,7,16194,15413,781,431.17,421.543,60.22,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14915,TR,20000,1,django__django,False,Submitted,True,submitted_unresolved,13,38198,36648,1550,785.19,771.983,59.383,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-13964,TR,20000,2,django__django,False,Submitted,True,submitted_unresolved,12,45580,42909,2671,1235.39,1229.286,102.44,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-13964,FC,999999999,1,django__django,False,,False,silent_crash,18,64994,62197,2797,1500.0,1357.537,75.419,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14999,FC,999999999,1,django__django,False,Submitted,True,submitted_unresolved,6,17642,16892,750,424.96,416.48,69.413,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-13964,TR,20000,1,django__django,False,,False,silent_crash,20,74430,71393,3037,1500.0,1478.065,73.903,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14915,FC,999999999,1,django__django,False,Submitted,True,submitted_unresolved,9,26839,24786,2053,1011.72,990.619,110.069,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-13964,SU-full,20000,1,django__django,False,,False,silent_crash,5,24038,22561,1477,1500.0,1358.623,271.725,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-13964,TRC+SS,20000,1,django__django,False,,False,silent_crash,15,150993,148140,2853,1500.0,1409.894,93.993,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14915,FC,999999999,2,django__django,False,Submitted,False,silent_crash,15,49098,46773,2325,1196.45,1186.494,79.1,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14999,FC,999999999,2,django__django,False,Submitted,True,submitted_unresolved,9,28141,27201,940,467.33,461.624,51.292,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14580,SU-full,20000,1,django__django,False,,False,silent_crash,37,189404,186481,2923,1500.0,1470.835,39.752,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14915,TR,20000,2,django__django,False,Submitted,False,silent_crash,12,37697,35654,2043,977.84,970.915,80.91,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14999,TR,20000,2,django__django,False,Submitted,True,submitted_unresolved,9,34177,33098,1079,531.58,523.637,58.182,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14580,SU-full,20000,2,django__django,False,,False,silent_crash,16,107848,104806,3042,1500.0,1438.899,89.931,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14915,TRC+SS,20000,2,django__django,False,Submitted,False,silent_crash,12,34335,32433,1902,929.3,922.786,76.899,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14999,SU-full,20000,2,django__django,False,Submitted,True,submitted_unresolved,9,28132,27068,1064,488.19,482.722,53.636,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14915,SU-full,20000,2,django__django,False,Submitted,False,silent_crash,18,59416,57253,2163,1086.44,1066.134,59.23,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14915,TRC+SS,20000,1,django__django,False,,False,silent_crash,21,69184,66326,2858,1500.0,1403.031,66.811,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10297,FC,999999999,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,28329,27351,978,556.29,524.397,65.55,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10297,TR,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,20361,19367,994,502.54,497.044,62.13,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10297,FC,999999999,2,scikit-learn__scikit-learn,False,Submitted,False,silent_crash,10,38939,37637,1302,703.95,673.6,67.36,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-17087,TRC+SS,20000,2,django__django,False,Submitted,True,submitted_unresolved,11,48038,46531,1507,774.56,768.381,69.853,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14999,SU-full,20000,1,django__django,False,Submitted,True,submitted_unresolved,21,102928,100344,2584,1224.32,1217.258,57.965,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14999,TR,20000,1,django__django,False,,False,silent_crash,28,142038,139285,2753,1500.0,1409.71,50.347,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-17087,TR,20000,1,django__django,False,Submitted,True,submitted_unresolved,12,71445,69054,2391,1184.74,1178.247,98.187,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-17087,FC,999999999,1,django__django,False,Submitted,True,submitted_unresolved,15,71231,68630,2601,1289.95,1270.368,84.691,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10297,TR,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,5,14773,13949,824,436.85,431.113,86.223,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14999,TRC+SS,20000,1,django__django,False,,False,silent_crash,14,70486,68585,1901,1500.0,914.295,65.307,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-14999,TRC+SS,20000,2,django__django,False,,False,silent_crash,23,195757,192930,2827,1500.01,1420.282,61.751,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10297,SU-full,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,10,43661,42669,992,539.61,533.848,53.385,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10297,TRC+SS,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,4,12606,11794,812,430.12,424.828,106.207,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10297,SU-full,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,6,15095,14110,985,520.18,514.879,85.813,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-17087,FC,999999999,2,django__django,False,,False,silent_crash,4,14988,13629,1359,1500.0,1344.789,336.197,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-17087,TR,20000,2,django__django,False,,False,silent_crash,19,130890,128086,2804,1500.01,1436.78,75.62,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-17087,SU-full,20000,1,django__django,False,,False,silent_crash,13,63699,60935,2764,1500.01,1462.705,112.516,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10297,TRC+SS,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,9,43545,42472,1073,632.05,625.845,69.538,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-17087,SU-full,20000,2,django__django,False,,False,silent_crash,23,149835,147206,2629,1500.0,1396.115,60.701,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10908,SU-full,20000,1,scikit-learn__scikit-learn,False,Submitted,False,silent_crash,5,16255,15574,681,391.77,386.079,77.216,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
django__django-17087,TRC+SS,20000,1,django__django,False,,False,silent_crash,5,22722,21043,1679,1500.0,1448.866,289.773,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10908,TRC+SS,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,5,16197,15529,668,396.66,391.144,78.229,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10908,FC,999999999,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,11,43901,42563,1338,790.18,781.371,71.034,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10908,SU-full,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,6,21235,20446,789,462.53,456.443,76.074,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10908,TR,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,7,24311,23251,1060,607.97,601.859,85.98,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11578,FC,999999999,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,3,10208,9919,289,202.14,177.111,59.037,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11310,TR,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,7,24488,23693,795,460.92,454.96,64.994,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11578,FC,999999999,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,3,10255,9932,323,201.59,196.3,65.433,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11310,TRC+SS,20000,1,scikit-learn__scikit-learn,False,Submitted,False,silent_crash,6,17935,17281,654,371.18,365.602,60.934,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11310,FC,999999999,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,29493,28475,1018,585.5,578.203,72.275,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11310,SU-full,20000,2,scikit-learn__scikit-learn,False,Submitted,False,silent_crash,6,18246,17535,711,375.97,370.009,61.668,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10908,TRC+SS,20000,2,scikit-learn__scikit-learn,False,Submitted,False,silent_crash,8,43074,41838,1236,722.05,716.311,89.539,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11578,TR,20000,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,4,17902,17247,655,375.65,369.936,92.484,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11578,TRC+SS,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,4,14020,13600,420,235.61,230.139,57.535,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11310,SU-full,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,7,28785,27864,921,607.33,468.537,78.089,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11578,TR,20000,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,6,26950,26181,769,428.21,422.52,70.42,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11310,TR,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,10,41504,40576,928,676.52,469.701,58.713,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13328,SU-full,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,2,6007,5735,272,115.8,110.144,55.072,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13328,SU-full,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,2,6253,5824,429,163.3,157.641,78.82,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11578,SU-full,20000,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,7,27578,26712,866,423.72,418.104,59.729,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13328,TR,20000,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,6,25649,24851,798,418.8,412.796,68.799,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13328,TRC+SS,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,3,9429,8953,476,216.15,210.835,70.278,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13328,TR,20000,2,scikit-learn__scikit-learn,False,Submitted,False,silent_crash,5,13220,12706,514,353.71,264.883,66.221,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13328,TRC+SS,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,4,12675,12166,509,242.86,237.581,59.395,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13328,FC,999999999,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,7,44170,43190,980,524.8,517.35,73.907,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10908,FC,999999999,2,scikit-learn__scikit-learn,False,,False,silent_crash,24,134171,131456,2715,1500.0,1422.385,59.266,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-10908,TR,20000,1,scikit-learn__scikit-learn,False,,False,silent_crash,23,147520,144694,2826,1500.0,1489.013,64.74,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-14496,FC,999999999,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,4,9153,8703,450,292.37,284.309,71.077,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11310,FC,999999999,1,scikit-learn__scikit-learn,False,,False,silent_crash,29,245063,242449,2614,1500.0,1486.121,51.246,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13779,SU-full,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,33112,32211,901,523.95,517.836,64.729,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-14496,FC,999999999,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,6,23229,22674,555,297.86,292.508,48.751,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-14496,TR,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,5,11869,11366,503,298.82,293.25,58.65,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13779,TR,20000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,9,23413,22486,927,716.87,555.958,79.423,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11310,TRC+SS,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,13,46984,45727,1257,1472.57,1304.825,108.735,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13779,FC,999999999,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,17,102286,100735,1551,906.54,899.411,52.907,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-14496,SU-full,20000,1,scikit-learn__scikit-learn,False,Submitted,False,silent_crash,5,11769,11235,534,359.7,354.196,70.839,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-14496,TRC+SS,20000,1,scikit-learn__scikit-learn,False,Submitted,False,silent_crash,5,11558,11079,479,356.86,351.546,70.309,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-14496,SU-full,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,4,12423,11885,538,388.0,382.83,95.707,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11578,SU-full,20000,1,scikit-learn__scikit-learn,False,,False,silent_crash,21,109206,106635,2571,1500.0,1439.451,68.545,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-11578,TRC+SS,20000,2,scikit-learn__scikit-learn,False,,False,silent_crash,26,159170,156701,2469,1500.0,1435.645,55.217,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-13328,FC,999999999,1,scikit-learn__scikit-learn,False,,False,silent_crash,28,180979,178802,2177,1500.0,1379.841,51.105,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
scikit-learn__scikit-learn-14496,TR,20000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,20828,19819,1009,738.49,732.775,91.597,0,1.0,0,0.0,0,0,qwen3-30b-a3b-awq-int4,0.5
