cell,key,task,run_num,action,reason,result_file,timestamp,resolved,model_tag
d05__bP__su-full,django__django-15098__summarization__r2,django__django-15098,2,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T15:08:34.452754,,glm47-flash
d05__bP__su-full,django__django-15278__summarization__r3,django__django-15278,3,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T15:20:45.063349,,glm47-flash
d05__bP__su-full,django__django-15741__summarization__r1,django__django-15741,1,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T15:22:35.306713,,glm47-flash
d05__bP__su-full,django__django-15741__summarization__r3,django__django-15741,3,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T15:22:36.821475,,glm47-flash
d05__bP__su-full,django__django-16667__summarization__r3,django__django-16667,3,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T15:30:47.342972,,glm47-flash
d05__bP__su-full,sympy__sympy-13372__summarization__r3,sympy__sympy-13372,3,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T15:42:34.352392,,glm47-flash
d05__bP__su-full,sympy__sympy-12489__summarization__r1,sympy__sympy-12489,1,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T15:46:12.604207,,glm47-flash
d05__bP__su-full,sympy__sympy-13798__summarization__r2,sympy__sympy-13798,2,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T15:59:05.226501,,glm47-flash
d05__bP__su-full,sympy__sympy-14711__summarization__r1,sympy__sympy-14711,1,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T16:01:26.020594,,glm47-flash
d05__bP__su-full,sympy__sympy-14711__summarization__r2,sympy__sympy-14711,2,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T16:03:11.681173,,glm47-flash
d05__bP__su-full,sympy__sympy-17139__summarization__r3,sympy__sympy-17139,3,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T16:12:58.661408,,glm47-flash
d05__bP__su-full,sympy__sympy-15875__summarization__r1,sympy__sympy-15875,1,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T16:14:21.875445,,glm47-flash
d05__bP__su-full,sympy__sympy-16450__summarization__r3,sympy__sympy-16450,3,evaluate_only,stale_report_different_patch,ICLR_results/swebench/main/glm47flash/d05__bP__su-full/experiment_results.json,2026-09-10T16:16:20.509354,,glm47-flash
d05__bP__tr,sympy__sympy-19637__truncation__r3,sympy__sympy-19637,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/glm47flash/d05__bP__tr/experiment_results.json,2026-09-06T18:43:57.767205,False,glm47-flash
d05__bP__tr,scikit-learn__scikit-learn-14710__truncation__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/glm47flash/d05__bP__tr/experiment_results.json,2026-09-06T20:41:21.651483,False,glm47-flash
d05__bP__tr,scikit-learn__scikit-learn-14710__truncation__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/glm47flash/d05__bP__tr/experiment_results.json,2026-09-06T20:42:47.275160,False,glm47-flash
d05__bP__tr,scikit-learn__scikit-learn-14710__truncation__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/glm47flash/d05__bP__tr/experiment_results.json,2026-09-06T20:43:39.111621,False,glm47-flash
di__binf__fc,scikit-learn__scikit-learn-14710__full-context__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,evaluation_error_recorded_as_false,ICLR_results/swebench/main/glm47flash/di__binf__fc/experiment_results.json,2026-08-28T16:48:22.505944,False,glm47-flash
