benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,heterogeneous-dates,structured-summarize,run_3,priority,summary_marker_error,5,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/heterogeneous-dates/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00011.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,hf-model-inference,structured-summarize,run_1,priority,summary_marker_error,62,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/hf-model-inference/structured-summarize/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00012.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,hf-model-inference,structured-summarize,run_2,priority,summary_marker_error,55,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/hf-model-inference/structured-summarize/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00013.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,hf-model-inference,structured-summarize,run_3,priority,summary_marker_error,64,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/hf-model-inference/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00014.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,incompatible-python-fasttext,structured-summarize,run_1,priority,summary_marker_error,3,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/incompatible-python-fasttext/structured-summarize/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00015.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,incompatible-python-fasttext,structured-summarize,run_2,priority,summary_marker_error,66,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/incompatible-python-fasttext/structured-summarize/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00016.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,incompatible-python-fasttext,structured-summarize,run_3,priority,summary_marker_error,81,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/incompatible-python-fasttext/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00017.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,processing-pipeline,structured-summarize,run_1,priority,summary_marker_error,49,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/processing-pipeline/structured-summarize/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00018.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,processing-pipeline,structured-summarize,run_3,priority,summary_marker_error,40,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/processing-pipeline/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00019.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,prove-plus-comm,structured-summarize,run_3,priority,summary_marker_error,1,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/prove-plus-comm/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00020.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,pytorch-model-cli.hard,structured-summarize,run_1,priority,summary_marker_error,1,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/pytorch-model-cli.hard/structured-summarize/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00021.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,pytorch-model-cli.hard,structured-summarize,run_2,priority,summary_marker_error,3,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/pytorch-model-cli.hard/structured-summarize/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00022.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,pytorch-model-cli.hard,structured-summarize,run_3,priority,summary_marker_error,82,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/pytorch-model-cli.hard/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00023.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,sanitize-git-repo.hard,structured-summarize,run_1,priority,summary_marker_error,27,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/sanitize-git-repo.hard/structured-summarize/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00024.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,sanitize-git-repo.hard,structured-summarize,run_2,priority,summary_marker_error,27,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/sanitize-git-repo.hard/structured-summarize/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00025.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,sanitize-git-repo.hard,structured-summarize,run_3,priority,summary_marker_error,26,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/sanitize-git-repo.hard/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00026.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,sqlite-with-gcov,structured-summarize,run_1,priority,summary_marker_error,12,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/sqlite-with-gcov/structured-summarize/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00027.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,sqlite-with-gcov,structured-summarize,run_2,priority,summary_marker_error,100,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/sqlite-with-gcov/structured-summarize/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00028.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,swe-bench-fsspec,structured-summarize,run_1,priority,summary_marker_error,71,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/swe-bench-fsspec/structured-summarize/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00029.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,swe-bench-fsspec,structured-summarize,run_2,priority,summary_marker_error,48,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/swe-bench-fsspec/structured-summarize/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00030.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,swe-bench-fsspec,structured-summarize,run_3,priority,summary_marker_error,5,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/swe-bench-fsspec/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00031.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,write-compressor,structured-summarize,run_1,priority,summary_marker_error,49,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/write-compressor/structured-summarize/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00032.txt
terminalbench,ablation,qwen35b,d05__b2k__ss,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize,2000,0.5,write-compressor,structured-summarize,run_3,priority,summary_marker_error,49,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss/write-compressor/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00033.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,blind-maze-explorer-5x5,structured-summarize-partial,run_1,priority,summary_marker_error,11,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/blind-maze-explorer-5x5/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00034.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,blind-maze-explorer-5x5,structured-summarize-partial,run_2,priority,summary_marker_error,11,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/blind-maze-explorer-5x5/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00035.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,blind-maze-explorer-5x5,structured-summarize-partial,run_3,priority,summary_marker_error,10,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/blind-maze-explorer-5x5/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00036.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,crack-7z-hash.hard,structured-summarize-partial,run_1,priority,summary_marker_error,62,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/crack-7z-hash.hard/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00037.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,crack-7z-hash.hard,structured-summarize-partial,run_2,priority,summary_marker_error,47,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/crack-7z-hash.hard/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00038.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,crack-7z-hash.hard,structured-summarize-partial,run_3,priority,summary_marker_error,54,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/crack-7z-hash.hard/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00039.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,csv-to-parquet,structured-summarize-partial,run_1,priority,summary_marker_error,69,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/csv-to-parquet/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00040.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,csv-to-parquet,structured-summarize-partial,run_2,priority,summary_marker_error,65,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/csv-to-parquet/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00041.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,csv-to-parquet,structured-summarize-partial,run_3,priority,summary_marker_error,57,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/csv-to-parquet/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00042.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,download-youtube,structured-summarize-partial,run_1,priority,summary_marker_error,5,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/download-youtube/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00043.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,download-youtube,structured-summarize-partial,run_2,priority,summary_marker_error,8,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/download-youtube/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00044.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,download-youtube,structured-summarize-partial,run_3,priority,summary_marker_error,11,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/download-youtube/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00045.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,gpt2-codegolf,structured-summarize-partial,run_1,priority,summary_marker_error,2,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/gpt2-codegolf/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00046.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,gpt2-codegolf,structured-summarize-partial,run_2,priority,summary_marker_error,27,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/gpt2-codegolf/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00047.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,gpt2-codegolf,structured-summarize-partial,run_3,priority,summary_marker_error,43,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/gpt2-codegolf/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00048.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,heterogeneous-dates,structured-summarize-partial,run_1,priority,summary_marker_error,9,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/heterogeneous-dates/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00049.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,heterogeneous-dates,structured-summarize-partial,run_2,priority,summary_marker_error,29,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/heterogeneous-dates/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00050.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,heterogeneous-dates,structured-summarize-partial,run_3,priority,summary_marker_error,20,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/heterogeneous-dates/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00051.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,hf-model-inference,structured-summarize-partial,run_1,priority,summary_marker_error,52,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/hf-model-inference/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00052.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,hf-model-inference,structured-summarize-partial,run_2,priority,summary_marker_error,55,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/hf-model-inference/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00053.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,hf-model-inference,structured-summarize-partial,run_3,priority,summary_marker_error,63,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/hf-model-inference/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00054.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,incompatible-python-fasttext,structured-summarize-partial,run_1,priority,summary_marker_error,76,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/incompatible-python-fasttext/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00055.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,incompatible-python-fasttext,structured-summarize-partial,run_2,priority,summary_marker_error,75,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/incompatible-python-fasttext/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00056.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,incompatible-python-fasttext,structured-summarize-partial,run_3,priority,summary_marker_error,83,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/incompatible-python-fasttext/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00057.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,processing-pipeline,structured-summarize-partial,run_1,priority,summary_marker_error,51,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/processing-pipeline/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00058.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,processing-pipeline,structured-summarize-partial,run_2,priority,summary_marker_error,39,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/processing-pipeline/structured-summarize-partial/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00059.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,processing-pipeline,structured-summarize-partial,run_3,priority,summary_marker_error,44,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/processing-pipeline/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00060.txt
terminalbench,ablation,qwen35b,d05__b2k__ss-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,structured_summarize_partial,2000,0.5,prove-plus-comm,structured-summarize-partial,run_1,priority,summary_marker_error,13,,/home/ak58925/agentCtx/ICLR_results/terminalbench/ablation/qwen35b/d05__b2k__ss-partial/prove-plus-comm/structured-summarize-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907/details/00061.txt
